,,,tripduration,tripduration,tripduration,tripduration,tripduration
Pulaski St & Marcus Garvey Blvd,40.693398200000004,-73.939877,748,742457,133040,71,992.5895721925134
Putnam Ave & Nostrand Ave,40.684020000000004,-73.94977,821,871058,166277,65,1060.9719853836784
Putnam Ave & Throop Ave,40.6851532,-73.94111,1292,1040099,66097,70,805.0301857585139
Queens Plaza North & Crescent St,40.75110165,-73.94073717,3728,3698165,89081,61,991.9970493562232
Railroad Ave & Kay Ave,40.70531194,-73.97100056,112,88226,2221,99,787.7321428571429
Reade St & Broadway,40.71450451,-74.00562789,4564,3969450,655855,64,869.730499561788
Richards St & Delavan St,40.67943270000001,-74.00785041,439,326240,3790,75,743.1435079726651
Richardson St & N Henry St,40.71907891179564,-73.94223690032959,2190,1063258,6708,74,485.5059360730594
Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,3593,3866170,201281,64,1076.0283885332592
Riverside Dr & W 104 St,40.8013434,-73.97114574390001,1467,1917114,28979,67,1306.8261758691206
Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,3286,3666016,80660,63,1115.6469872185028
Riverside Dr & W 78 St,40.78414472,-73.98362492,1681,2323430,256668,62,1382.1713265913147
Riverside Dr & W 82 St,40.78720869,-73.98128127,2533,4390335,760309,61,1733.255033557047
Riverside Dr & W 91 St,40.793134809866636,-73.97700369358063,1381,1818366,80541,68,1316.7023895727734
Rivington St & Chrystie St,40.72110063,-73.99192540000001,5049,6708852,1047161,61,1328.7486631016043
Rivington St & Ridge St,40.71850211,-73.98329859,4699,3792175,72660,63,807.0174505213876
Roebling St & N 4 St,40.714690000000004,-73.95739,2100,1547315,82417,62,736.8166666666667
Rogers Ave & Sterling St,40.6630619,-73.95387459999999,670,834381,22085,70,1245.344776119403
S 3 St & Bedford Ave,40.71260486,-73.96264403,4039,2800613,27765,61,693.3926714533301
S 4 St & Rodney St,40.709340000000005,-73.95608,2193,1629407,66287,69,743.0036479708162
S 4 St & Wythe Ave,40.71285887,-73.96590294,6308,5805432,564124,61,920.3284717818643
S 5 Pl & S 5 St,40.710451,-73.960876,5725,7705233,523239,61,1345.8922270742357
S Portland Ave & Atlantic Ave,40.683222541615955,-73.9738118648529,26,17464,2894,156,671.6923076923077
S Portland Ave & Hanson Pl,40.68539567,-73.97431458,2173,2213607,798665,61,1018.6870685687988
Schermerhorn St & Bond St,40.68841742754083,-73.98451656103134,4371,3404840,347630,61,778.9613360787005
Schermerhorn St & Court St,40.69102925677968,-73.99183362722397,3250,1954591,64658,61,601.4126153846154
Scholes St & Manhattan Ave,40.70870368,-73.9448625,1854,1376711,15996,66,742.5625674217907
Sigourney St & Columbia St,40.67267243410948,-74.00879524648191,575,544181,63607,90,946.4017391304347
Smith St & 3 St,40.678724200000005,-73.99599099,2028,1207706,70111,63,595.5157790927021
Smith St & 9 St,40.67469570000001,-73.99785768,2277,2477632,895773,74,1088.1124286341678
South End Ave & Liberty St,40.711512,-74.01575600000001,10770,11483505,1020660,61,1066.24930362117
South St & Gouverneur Ln,40.70355377,-74.00670227,5806,6300860,103184,61,1085.23251808474
South St & Whitehall St,40.70122128,-74.01234218,3446,3784623,89133,61,1098.2655252466627
Spruce St & Nassau St,40.71146364,-74.00552427,2222,4530142,2403037,61,2038.7677767776777
St James Pl & Oliver St,40.71307916,-73.99851193,4283,4073354,1072245,63,951.0515993462526
St James Pl & Pearl St,40.71117416,-74.00016545,2142,1736647,225938,62,810.7595704948646
St Johns Pl & Washington Ave,40.6737236,-73.9631611,2145,1699455,50536,63,792.2867132867133
St Marks Pl & 1 Ave,40.72779126,-73.98564945,9788,7662680,306136,61,782.8647323252962
St Marks Pl & 2 Ave,40.7284186,-73.98713956,9568,7336667,364570,61,766.7921195652174
St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,2595,2220841,381848,61,855.8154142581889
St. Nicholas Ave & W 126 St,40.8114323,-73.95187759999999,1868,3968513,1015476,63,2124.4716274089938
Stagg St & Union Ave,40.70877084,-73.95095259,2656,4253455,500780,63,1601.4514307228915
Stanton St & Chrystie St,40.72229346,-73.99147535,7127,5651046,270551,61,792.9066928581451
Stanton St & Mangin St,40.71782143,-73.97628939,3066,2634717,149004,62,859.3336594911938
Stanton St & Norfolk St,40.720746999999996,-73.986274,2074,1629616,52839,64,785.7357762777242
State St & Smith St,40.68926942,-73.98912867,3027,3094086,792076,66,1022.1625371655105
Steinway St & 23 Ave,40.771393700000004,-73.9077436,659,846821,346269,76,1285.0091047040971
Steinway St & 28 Ave,40.7656251,-73.9136695,842,476944,3996,83,566.4418052256532
Sterling Pl & 7 Ave,40.67716489469059,-73.97382795810701,1210,649882,44938,62,537.0925619834711
Sterling Pl & Bedford Ave,40.672695000000004,-73.954131,1437,1270659,233442,64,884.2442588726514
Sterling St & Bedford Ave,40.6627059,-73.9569115,443,999414,240272,62,2256.013544018059
Suffolk St & Stanton St,40.72066442,-73.98517977,7949,7048957,839558,62,886.7728016102654
Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,304,358952,60710,61,1180.7631578947369
Sullivan St & Washington Sq,40.73047747,-73.99906065,7370,6039084,847028,61,819.414382632293
Throop Ave & Myrtle Ave,40.69622937,-73.94371094,665,576241,7301,65,866.5278195488722
Tompkins Ave & Hopkins St,40.69957608,-73.94708417,1032,780783,15277,83,756.5726744186046
Underhill Ave & Lincoln Pl,40.674012299999994,-73.9671457,2523,1725408,18525,68,683.8715814506539
Underhill Ave & Pacific St,40.6804836,-73.9646795,1620,1131137,8190,73,698.2327160493827
Union Ave & Jackson St,40.7160751,-73.95202900000001,1251,1311102,259195,69,1048.0431654676258
Union Ave & N 12 St,40.71924,-73.95241999999999,2792,1633077,29240,66,584.9129656160459
Union Ave & Wallabout St,40.70029511,-73.95032283,664,540722,17156,84,814.3403614457832
Union St & 4 Ave,40.6772744,-73.98282002,2498,1590935,52558,65,636.8835068054443
Union St & Bedford Ave,40.6691783,-73.9554162,576,526154,18837,61,913.4618055555555
Union St & Nevins St,40.67909799721684,-73.98765474557877,1563,1600877,287621,70,1024.233525271913
University Pl & E 14 St,40.73492695,-73.99200509,13232,9274176,198469,61,700.8899637243047
University Pl & E 8 St,40.73143724085228,-73.99490341544151,7327,4729414,68184,64,645.4775487921387
Van Brunt St & Van Dyke St,40.675832943912894,-74.01472628116608,1362,1300069,81852,62,954.5293685756241
Van Brunt St & Wolcott St,40.6773429,-74.01275056,1102,1261212,109369,61,1144.475499092559
Vernon Blvd & 10 St,40.7671863,-73.9373554,935,814964,19943,62,871.6192513368984
Vernon Blvd & 30 Rd,40.770845,-73.93417099999999,790,545966,4714,74,691.0962025316455
Vernon Blvd & 31 Ave,40.7692475,-73.93545040000001,690,535379,4039,67,775.9115942028985
Vernon Blvd & 41 Rd,40.7552433,-73.94856779999999,354,434157,12690,65,1226.4322033898304
Vernon Blvd & 47 Rd,40.7449067,-73.9534573,1420,958783,5886,62,675.1992957746479
Vernon Blvd & 50 Ave,40.74232744,-73.95411749,4634,2511641,32236,63,542.002805351748
Verona Pl & Fulton St,40.680356084043396,-73.94767910242079,1152,1623404,438142,71,1409.204861111111
Vesey Pl & River Terrace,40.715337899999994,-74.01658354,9756,9326342,238091,61,955.9596145961459
W 100 St & Broadway,40.797372100000004,-73.97041192,3849,3271156,15904,61,849.8716549753183
W 100 St & Manhattan Ave,40.795,-73.9645,2734,2939991,318442,61,1075.3441843452817
W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028,1862,1967660,147310,62,1056.7454350161117
W 106 St & Amsterdam Ave,40.80083629999999,-73.9664492472,2280,2505899,340300,64,1099.0785087719298
W 106 St & Central Park West,40.798185600000004,-73.96059090060001,2824,3669407,264447,64,1299.3650849858357
W 107 St & Columbus Ave,40.7997568,-73.9621128676,1605,1422594,72879,65,886.3514018691588
W 11 St & 6 Ave,40.73532427,-73.99800419,7623,5086543,78791,66,667.2626262626262
W 110 St & Amsterdam Ave,40.802692,-73.96295,2518,2402814,75329,61,954.2549642573471
W 113 St & Broadway,40.805973,-73.964928,2014,1938907,134289,61,962.714498510427
W 116 St & Amsterdam Ave,40.8067581,-73.9607082,2180,1815443,94780,62,832.7720183486239
W 116 St & Broadway,40.8082,-73.9641,1921,1757370,19654,61,914.8204060385216
W 12 St & W 4 St,40.73756121181137,-74.00398269295692,5941,4133212,124526,65,695.7098131627672
W 120 St & Claremont Ave,40.8109494,-73.9634,1133,1110323,19902,63,979.9849955869373
W 129 St & Convent Ave,40.81439443791581,-73.95324736833571,827,924182,70822,64,1117.5114873035066
W 13 St & 5 Ave,40.735445,-73.99431,3411,2387183,106394,62,699.8484315450015
W 13 St & 7 Ave,40.73781509,-73.99994661,9603,6109143,48663,61,636.1702592939706
W 15 St & 10 Ave,40.742753828659026,-74.00747358798982,5893,5579300,68497,61,946.767351094519
W 15 St & 6 Ave,40.73804614248277,-73.99642959237099,8759,7057257,1007493,61,805.7149217947255
W 15 St & 7 Ave,40.73935542,-73.99931783,8831,6004749,343546,61,679.9625184010871
W 16 St & 8 Ave,40.74102150900266,-74.001384973526,16088,10061347,254353,61,625.394517652909
W 16 St & The High Line,40.74334935,-74.00681753,7936,5944076,289166,61,749.0015120967741
W 17 St & 9 Ave,40.7429489166009,-74.00413691997528,3480,2587891,44962,61,743.6468390804598
W 18 St & 6 Ave,40.73971301,-73.99456405,12585,8520777,237715,61,677.0581644815256
W 18 St & 9 Ave,40.7435337324616,-74.00367558002472,5678,4317993,100396,62,760.477809087707
W 20 St & 11 Ave,40.746745000000004,-74.007756,15301,11348913,113184,61,741.710541794654
W 20 St & 7 Ave,40.74238787,-73.99726235,9648,10173672,2754673,62,1054.4850746268658
W 20 St & 8 Ave,40.74345335,-74.00004031,8337,5724576,211640,61,686.6469953220583
W 21 St & 6 Ave,40.74173969,-73.99415556,21044,13891090,620422,61,660.0974149401254
W 22 St & 10 Ave,40.74691959,-74.00451887,9793,6699194,73491,61,684.0798529561932
W 22 St & 8 Ave,40.74475148,-73.99915362,9824,7129863,926788,61,725.7596701954398
W 24 St & 7 Ave,40.74487634,-73.99529885,12217,8292101,77413,61,678.7346320700663
W 25 St & 6 Ave,40.74395411,-73.99144871,10936,7250323,85278,61,662.9775969275786
W 26 St & 10 Ave,40.749717753,-74.002950346,7578,6099523,718833,61,804.898785959356
W 26 St & 8 Ave,40.74734825,-73.99723551,11344,7299874,113538,62,643.5008815232723
W 27 St & 10 Ave,40.750181563256824,-74.00218427181244,10495,7611522,345381,61,725.2522153406384
W 27 St & 7 Ave,40.746646999999996,-73.993915,11704,8107198,101216,61,692.6860902255639
W 31 St & 7 Ave,40.749156,-73.9916,14984,10192113,96481,62,680.1997463961559
W 33 St & 7 Ave,40.75019995,-73.99093085,14845,11359515,317418,62,765.2081508925564
W 34 St & 11 Ave,40.75594159,-74.0021163,6775,6502484,208979,61,959.7762361623617
W 35 St & Dyer Ave,40.754691750226016,-73.9974018931389,4635,3766664,215090,61,812.6567421790722
W 37 St & 10 Ave,40.75660359,-73.9979009,8096,6275063,222767,63,775.0818922924901
W 37 St & 5 Ave,40.75038009,-73.98338988,7166,5431665,229021,62,757.9772536980184
W 38 St & 8 Ave,40.75466591,-73.99138152,15345,12116707,702360,61,789.6192245030954
W 4 St & 7 Ave S,40.73401143,-74.00293877,9576,7545668,191273,62,787.9770258980785
W 41 St & 8 Ave,40.75640548,-73.9900262,16584,12550499,551637,61,756.7835865894839
W 42 St & 8 Ave,40.75756989999999,-73.99098507,8735,6759014,144016,61,773.7852318259874
W 42 St & Dyer Ave,40.75898481399634,-73.99379968643187,8679,6664942,86173,61,767.9389330568038
W 43 St & 10 Ave,40.76009437,-73.99461843,8623,6559771,286939,61,760.729560477792
W 43 St & 6 Ave,40.75527307,-73.98316936,9173,6766630,85530,61,737.6681565463862
W 44 St & 5 Ave,40.75500254,-73.98014437,6907,4672805,39461,61,676.5317793542782
W 45 St & 6 Ave,40.75668720603179,-73.98257732391356,2533,2459981,317693,65,971.1729174891433
W 45 St & 6 Ave,40.7568001,-73.98291153,1811,1313995,53566,77,725.563224737714
W 45 St & 8 Ave,40.75929124,-73.98859651,8735,7082284,108473,61,810.7938179736691
W 46 St & 11 Ave,40.76341379,-73.99667444,6664,5487799,20655,63,823.4992496998799
W 47 St & 10 Ave,40.76269882,-73.99301222,7932,6262583,388830,77,789.5339132627332
W 49 St & 8 Ave,40.76227205,-73.98788205,9098,6152798,240239,62,676.2802813805232
W 50 St & 9 Ave,40.76360467795863,-73.98917958140373,4101,3058886,43410,62,745.88783223604
W 52 St & 11 Ave,40.76727216,-73.99392888,6603,6272846,678013,64,949.9993942147509
W 52 St & 5 Ave,40.75992262,-73.97648516,7277,5544574,74489,61,761.9312903669095
W 52 St & 6 Ave,40.76132983124814,-73.97982001304626,12230,8218114,73457,61,671.9635322976288
W 53 St & 10 Ave,40.76669671,-73.99061728,7894,6070012,442834,61,768.9399543957436
W 54 St & 9 Ave,40.76584941,-73.98690506,5892,4500844,158836,61,763.8906992532247
W 55 St & 6 Ave,40.76309387270797,-73.97835016250609,8246,6483004,157529,61,786.1998544748969
W 56 St & 10 Ave,40.768254,-73.988639,6277,4721638,52923,63,752.2125219053688
W 59 St & 10 Ave,40.770513,-73.988038,5487,4478814,110240,61,816.2591580098415
W 63 St & Broadway,40.77163851,-73.98261428,8436,6436825,34407,61,763.0186107159791
W 64 St & Thelonious Monk Circle,40.77515953434235,-73.98918695747851,5806,5118882,90300,65,881.653806407165
W 67 St & Broadway,40.77492513,-73.98266566,6872,5180017,299616,61,753.7859429569266
W 70 St & Amsterdam Ave,40.77748046,-73.98288594,6115,4947325,143456,61,809.0474243663124
W 74 St & Columbus Ave,40.7785669,-73.97754961,3636,2376555,46837,61,653.6179867986799
W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,4426,3557522,100937,61,803.7781292363308
W 78 St & Broadway,40.78339981,-73.98093133,3752,2912261,57232,65,776.1889658848614
W 82 St & Central Park West,40.78275,-73.97137,4841,4544191,242850,61,938.6884941127867
W 84 St & Broadway,40.7867947,-73.977112,4178,3577909,60084,65,856.3688367640019
W 84 St & Columbus Ave,40.78499979,-73.97283406,4935,3453919,16372,62,699.8822695035461
W 87 St & Amsterdam Ave,40.78839,-73.9747,3356,2947441,75936,63,878.2601311084625
W 88 St & West End Ave,40.790254173304184,-73.97718340158461,2631,2443763,152323,62,928.8342835423794
W 89 St & Columbus Ave,40.7882213,-73.97041561,4368,3941972,495117,67,902.4661172161173
W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,2623,2189036,86798,61,834.5543271063667
W 92 St & Broadway,40.7921,-73.9739,3283,2320433,4945,62,706.8026195552848
W 95 St & Broadway,40.7937704,-73.971888,4679,3895658,192805,62,832.583458003847
W Broadway & Spring Street,40.72494672359416,-74.00165855884552,7146,5811345,145218,62,813.2304785894206
Warren St & Court St,40.686371,-73.99383324,2170,1688504,448030,62,778.1124423963133
Washington Ave & Greene Ave,40.68650065,-73.96563307,2085,1331202,62862,66,638.4661870503597
Washington Ave & Park Ave,40.69610226,-73.96751037,2540,2120196,90221,64,834.7228346456693
Washington Park,40.6917823,-73.97372990000001,2583,1297416,8791,61,502.29036004645764
Washington Pl & 6 Ave,40.73224119,-74.00026394,5093,3640084,107635,62,714.722953072845
Washington Pl & Broadway,40.72903917,-73.99404649,7452,5239680,520244,62,703.1239935587762
Washington St & Gansevoort St,40.739323,-74.008119,8247,8338046,758904,62,1011.0398932945313
Water - Whitehall Plaza,40.70255065,-74.0127234,3436,3127971,24219,61,910.3524447031432
Watts St & Greenwich St,40.72405549,-74.00965965,6104,4870553,241580,64,797.9280799475754
West Drive & Prospect Park West,40.6610633719006,-73.97945255041121,5059,6597843,540152,62,1304.1792844435658
West End Ave & W 107 St,40.8021174,-73.9681805305,2291,2187582,93814,65,954.859013531209
West End Ave & W 94 St,40.7941654,-73.974124,2401,2290354,70603,68,953.9167013744274
West St & Chambers St,40.71754834,-74.01322069,11682,11436064,208577,61,978.9474405067625
West Thames St,40.70834698,-74.01713445,5780,4713817,166815,62,815.5392733564014
William St & Pine St,40.70717936,-74.00887308,4318,3664206,91465,61,848.5886984715146
Willoughby Ave & Hall St,40.69196035,-73.96536851,3555,2095058,29064,67,589.3271448663854
Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,993,968768,117272,73,975.5971802618328
Willoughby Ave & Walworth St,40.69331716,-73.95381995,1033,966638,174246,75,935.757986447241
Willoughby St & Fleet St,40.69196566,-73.9813018,5702,3098187,233558,61,543.3509294984216
Wolcott St & Dwight St,40.6753274,-74.0100698,479,400258,72530,62,835.6116910229645
Wyckoff St & 3 Ave,40.6827549,-73.98258555,1957,1334411,201041,61,681.8656106285131
Wyckoff St & Bond St,40.68461653897949,-73.98721285164356,467,504611,240302,62,1080.5374732334046
Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999999,5791,5499971,445997,68,949.7446036953894
